timestamp,temperature,spo2,bpm,condition
2025-04-19 15:49:54,41.02,92.4,101.7,fever
2025-04-19 15:49:55,40.78,92.3,103.3,fever
2025-04-19 15:49:56,40.17,92.8,95.5,fever
2025-04-19 15:49:57,40.88,92.2,90.8,fever
2025-04-19 15:49:58,41.14,92.3,106.5,fever
2025-04-19 15:49:59,40.28,91.3,102.8,fever
2025-04-19 15:50:00,40.04,90.3,109.4,fever
2025-04-19 15:50:01,40.57,91.8,93.1,fever
2025-04-19 15:50:02,41.15,89.1,105.0,fever
2025-04-19 15:50:03,41.13,92.3,98.8,fever
2025-04-19 15:50:04,40.33,90.1,100.5,fever
2025-04-19 15:50:05,40.14,91.5,97.9,fever
2025-04-19 15:50:06,41.15,91.9,91.1,fever
2025-04-19 15:50:07,41.45,91.3,91.2,fever
2025-04-19 15:50:08,40.71,90.5,96.5,fever
2025-04-19 15:50:09,40.68,89.7,90.7,fever
2025-04-19 15:50:10,40.33,89.1,104.1,fever
2025-04-19 15:50:11,40.23,90.3,92.4,fever
2025-04-19 15:50:12,41.47,92.6,100.0,fever
2025-04-19 15:50:13,40.44,90.0,105.3,fever
2025-04-19 15:50:14,40.39,92.0,104.0,fever
2025-04-19 15:50:15,41.02,88.9,109.2,fever
2025-04-19 15:50:16,40.68,91.9,95.3,fever
2025-04-19 15:50:17,40.33,91.5,95.1,fever
2025-04-19 15:50:18,40.37,89.8,92.1,fever
2025-04-19 15:50:19,41.35,88.6,90.7,fever
2025-04-19 15:50:20,41.21,90.6,97.5,fever
2025-04-19 15:50:21,40.67,90.6,107.4,fever
2025-04-19 15:50:22,40.31,89.0,105.1,fever
2025-04-19 15:50:23,41.26,88.3,92.6,fever
2025-04-19 15:50:24,41.18,90.9,99.6,fever
2025-04-19 15:50:25,41.03,92.5,93.3,fever
2025-04-19 15:50:26,40.64,90.6,96.6,fever
2025-04-19 15:50:27,41.25,88.1,97.1,fever
2025-04-19 15:50:28,41.1,92.7,102.6,fever
2025-04-19 15:50:29,40.3,88.5,104.6,fever
2025-04-19 15:50:30,40.96,92.4,92.8,fever
2025-04-19 15:50:31,40.36,92.4,95.6,fever
2025-04-19 15:50:32,40.79,88.6,108.7,fever
2025-04-19 15:50:33,40.2,88.7,109.4,fever
2025-04-19 15:50:34,40.81,91.6,95.6,fever
2025-04-19 15:50:35,41.01,90.9,107.6,fever
2025-04-19 15:50:36,40.91,90.6,107.5,fever
2025-04-19 15:50:37,41.44,89.9,97.9,fever
2025-04-19 15:50:38,40.75,91.3,104.1,fever
2025-04-19 15:50:39,40.6,88.4,106.1,fever
2025-04-19 15:50:40,41.3,91.0,92.9,fever
2025-04-19 15:50:41,40.74,88.7,104.6,fever
2025-04-19 15:50:42,41.35,91.4,98.3,fever
2025-04-19 15:50:43,40.55,88.4,100.4,fever
2025-04-19 15:50:44,40.11,88.2,109.3,fever
2025-04-19 15:50:45,41.2,91.3,97.8,fever
2025-04-19 15:50:46,40.53,91.6,109.4,fever
2025-04-19 15:50:47,40.33,92.5,92.0,fever
2025-04-19 15:50:48,41.12,89.3,100.9,fever
2025-04-19 15:50:49,40.04,88.8,108.6,fever
2025-04-19 15:50:50,40.02,92.7,101.7,fever
2025-04-19 15:50:51,41.28,91.6,98.7,fever
2025-04-19 15:50:52,41.11,88.4,96.7,fever
2025-04-19 15:50:53,41.32,91.9,94.8,fever
2025-04-19 15:50:54,41.16,91.0,108.4,fever
2025-04-19 15:50:55,40.39,91.5,97.8,fever
2025-04-19 15:50:56,40.41,91.7,109.0,fever
2025-04-19 15:50:57,40.04,88.0,98.0,fever
2025-04-19 15:50:58,40.12,91.9,107.4,fever
2025-04-19 15:50:59,41.14,89.5,93.6,fever
2025-04-19 15:51:00,40.31,88.3,109.1,fever
2025-04-19 15:51:01,40.54,89.4,97.0,fever
2025-04-19 15:51:02,40.4,89.1,102.4,fever
2025-04-19 15:51:03,40.3,88.7,101.5,fever
2025-04-19 15:51:04,40.3,90.4,93.0,fever
2025-04-19 15:51:05,40.81,89.3,99.2,fever
2025-04-19 15:51:06,40.25,88.1,109.6,fever
2025-04-19 15:51:07,40.16,89.4,90.7,fever
2025-04-19 15:51:08,41.14,88.4,106.5,fever
2025-04-19 15:51:09,40.27,91.4,96.2,fever
2025-04-19 15:51:10,41.4,90.5,99.5,fever
2025-04-19 15:51:11,40.55,92.6,97.0,fever
2025-04-19 15:51:12,40.09,91.7,96.4,fever
2025-04-19 15:51:13,40.6,91.9,109.9,fever
2025-04-19 15:51:14,40.13,92.1,102.5,fever
2025-04-19 15:51:15,40.4,88.7,102.3,fever
2025-04-19 15:51:16,40.04,88.5,101.0,fever
2025-04-19 15:51:17,40.08,90.5,92.9,fever
2025-04-19 15:51:18,40.76,88.8,107.4,fever
2025-04-19 15:51:19,41.4,90.2,101.6,fever
2025-04-19 15:51:20,40.8,92.7,102.3,fever
2025-04-19 15:51:21,40.55,91.7,94.4,fever
2025-04-19 15:51:22,40.34,90.6,98.0,fever
2025-04-19 15:51:23,40.72,91.2,90.7,fever
2025-04-19 15:51:24,40.51,91.7,103.4,fever
2025-04-19 15:51:25,41.27,88.2,107.4,fever
2025-04-19 15:51:26,41.05,89.5,90.5,fever
2025-04-19 15:51:27,41.14,88.9,97.2,fever
2025-04-19 15:51:28,40.4,89.3,93.1,fever
2025-04-19 15:51:29,41.12,88.5,109.1,fever
2025-04-19 15:51:30,41.4,89.6,106.9,fever
2025-04-19 15:51:31,40.41,89.9,90.1,fever
2025-04-19 15:51:32,40.55,92.4,98.9,fever
2025-04-19 15:51:33,40.25,89.5,106.7,fever
2025-04-19 15:51:34,40.97,90.6,90.5,fever
