timestamp,temperature,spo2,bpm,condition
2025-04-19 15:49:54,37.86,88.8,92.2,hunger
2025-04-19 15:49:55,37.83,88.3,95.0,hunger
2025-04-19 15:49:56,38.25,90.0,87.9,hunger
2025-04-19 15:49:57,37.91,92.8,83.3,hunger
2025-04-19 15:49:58,38.11,88.4,80.3,hunger
2025-04-19 15:49:59,38.24,90.9,84.6,hunger
2025-04-19 15:50:00,38.26,92.8,86.0,hunger
2025-04-19 15:50:01,38.35,91.7,88.7,hunger
2025-04-19 15:50:02,38.12,88.1,93.4,hunger
2025-04-19 15:50:03,38.48,88.9,87.9,hunger
2025-04-19 15:50:04,38.0,90.0,80.7,hunger
2025-04-19 15:50:05,38.02,89.3,93.8,hunger
2025-04-19 15:50:06,37.99,88.2,90.0,hunger
2025-04-19 15:50:07,38.23,89.1,81.6,hunger
2025-04-19 15:50:08,38.44,91.7,93.1,hunger
2025-04-19 15:50:09,37.93,92.0,81.5,hunger
2025-04-19 15:50:10,38.45,90.2,88.7,hunger
2025-04-19 15:50:11,38.03,91.3,88.6,hunger
2025-04-19 15:50:12,37.92,90.1,82.1,hunger
2025-04-19 15:50:13,38.49,89.9,87.3,hunger
2025-04-19 15:50:14,37.89,89.6,81.9,hunger
2025-04-19 15:50:15,38.25,91.5,85.7,hunger
2025-04-19 15:50:16,37.84,89.1,88.2,hunger
2025-04-19 15:50:17,38.46,89.8,80.1,hunger
2025-04-19 15:50:18,38.48,91.0,81.3,hunger
2025-04-19 15:50:19,37.8,90.6,80.4,hunger
2025-04-19 15:50:20,37.9,88.4,84.9,hunger
2025-04-19 15:50:21,37.92,89.1,93.5,hunger
2025-04-19 15:50:22,38.03,88.6,84.0,hunger
2025-04-19 15:50:23,38.39,93.8,86.5,hunger
2025-04-19 15:50:24,37.86,88.8,90.3,hunger
2025-04-19 15:50:25,37.84,93.0,84.1,hunger
2025-04-19 15:50:26,38.33,89.2,93.6,hunger
2025-04-19 15:50:27,38.09,93.1,83.0,hunger
2025-04-19 15:50:28,37.95,90.0,94.0,hunger
2025-04-19 15:50:29,38.01,89.1,86.3,hunger
2025-04-19 15:50:30,38.26,93.8,93.2,hunger
2025-04-19 15:50:31,38.07,92.7,93.9,hunger
2025-04-19 15:50:32,38.15,93.4,85.0,hunger
2025-04-19 15:50:33,38.1,92.0,88.4,hunger
2025-04-19 15:50:34,38.48,92.6,83.1,hunger
2025-04-19 15:50:35,38.36,89.2,88.3,hunger
2025-04-19 15:50:36,37.83,94.0,87.0,hunger
2025-04-19 15:50:37,38.31,88.1,93.7,hunger
2025-04-19 15:50:38,38.09,93.2,94.5,hunger
2025-04-19 15:50:39,38.45,89.3,85.0,hunger
2025-04-19 15:50:40,38.04,89.6,84.9,hunger
2025-04-19 15:50:41,38.37,89.7,88.7,hunger
2025-04-19 15:50:42,38.2,88.6,89.9,hunger
2025-04-19 15:50:43,37.9,93.9,83.3,hunger
2025-04-19 15:50:44,38.33,89.2,82.3,hunger
2025-04-19 15:50:45,38.37,92.4,86.5,hunger
2025-04-19 15:50:46,38.18,93.5,84.4,hunger
2025-04-19 15:50:47,37.83,88.3,92.7,hunger
2025-04-19 15:50:48,38.14,88.4,90.0,hunger
2025-04-19 15:50:49,37.94,90.4,94.7,hunger
2025-04-19 15:50:50,38.39,92.7,82.9,hunger
2025-04-19 15:50:51,38.22,88.7,82.3,hunger
2025-04-19 15:50:52,38.01,88.4,89.6,hunger
2025-04-19 15:50:53,38.31,88.6,82.6,hunger
2025-04-19 15:50:54,38.28,92.1,91.2,hunger
2025-04-19 15:50:55,38.11,90.8,81.9,hunger
2025-04-19 15:50:56,37.82,90.1,89.8,hunger
2025-04-19 15:50:57,37.94,93.7,81.5,hunger
2025-04-19 15:50:58,37.96,90.4,81.0,hunger
2025-04-19 15:50:59,38.06,89.2,86.0,hunger
2025-04-19 15:51:00,38.19,91.3,91.5,hunger
2025-04-19 15:51:01,38.07,93.0,89.3,hunger
2025-04-19 15:51:02,38.16,88.5,91.5,hunger
2025-04-19 15:51:03,38.26,91.7,81.0,hunger
2025-04-19 15:51:04,38.49,91.7,87.0,hunger
2025-04-19 15:51:05,38.23,92.6,86.3,hunger
2025-04-19 15:51:06,37.97,88.2,92.5,hunger
2025-04-19 15:51:07,38.43,91.7,84.9,hunger
2025-04-19 15:51:08,38.22,89.4,93.8,hunger
2025-04-19 15:51:09,38.29,88.8,82.0,hunger
2025-04-19 15:51:10,38.12,93.9,89.8,hunger
2025-04-19 15:51:11,38.13,89.7,85.3,hunger
2025-04-19 15:51:12,37.91,88.3,89.8,hunger
2025-04-19 15:51:13,37.84,91.3,89.3,hunger
2025-04-19 15:51:14,38.49,92.7,84.6,hunger
2025-04-19 15:51:15,38.44,91.1,92.6,hunger
2025-04-19 15:51:16,38.36,93.1,90.8,hunger
2025-04-19 15:51:17,38.07,92.1,87.9,hunger
2025-04-19 15:51:18,38.04,89.7,83.7,hunger
2025-04-19 15:51:19,37.82,89.9,83.0,hunger
2025-04-19 15:51:20,38.41,88.3,86.3,hunger
2025-04-19 15:51:21,38.14,93.0,88.6,hunger
2025-04-19 15:51:22,38.14,92.1,83.4,hunger
2025-04-19 15:51:23,38.15,93.6,88.7,hunger
2025-04-19 15:51:24,37.81,91.3,89.1,hunger
2025-04-19 15:51:25,37.89,91.0,81.5,hunger
2025-04-19 15:51:26,38.19,90.3,80.4,hunger
2025-04-19 15:51:27,38.49,89.3,92.6,hunger
2025-04-19 15:51:28,38.34,88.9,80.4,hunger
2025-04-19 15:51:29,38.48,91.5,80.6,hunger
2025-04-19 15:51:30,37.88,90.6,92.0,hunger
2025-04-19 15:51:31,38.35,90.0,89.2,hunger
2025-04-19 15:51:32,38.07,89.4,90.5,hunger
2025-04-19 15:51:33,37.87,94.0,90.3,hunger
2025-04-19 15:51:34,38.07,93.9,87.6,hunger
2025-04-19 15:51:35,37.88,92.1,84.6,hunger
2025-04-19 15:51:36,37.89,91.8,81.9,hunger
2025-04-19 15:51:37,37.93,92.3,80.6,hunger
2025-04-19 15:51:38,38.4,90.3,80.6,hunger
2025-04-19 15:51:39,38.03,92.4,83.7,hunger
2025-04-19 15:51:40,38.43,92.3,91.9,hunger
2025-04-19 15:51:41,38.24,89.8,95.0,hunger
2025-04-19 15:51:42,37.82,88.5,90.9,hunger
2025-04-19 15:51:43,38.28,88.7,86.2,hunger
2025-04-19 15:51:44,38.11,90.0,80.9,hunger
2025-04-19 15:51:45,38.41,93.7,83.3,hunger
2025-04-19 15:51:46,38.27,91.7,83.6,hunger
2025-04-19 15:51:47,38.4,92.4,87.2,hunger
2025-04-19 15:51:48,38.43,93.0,87.8,hunger
2025-04-19 15:51:49,38.09,92.7,93.0,hunger
2025-04-19 15:51:50,37.94,89.3,81.7,hunger
2025-04-19 15:51:51,38.21,90.0,86.6,hunger
2025-04-19 15:51:52,38.47,89.6,85.6,hunger
2025-04-19 15:51:53,38.35,91.3,88.4,hunger
2025-04-19 15:51:54,38.37,90.0,81.8,hunger
2025-04-19 15:51:55,37.93,90.9,90.3,hunger
2025-04-19 15:51:56,37.92,91.6,84.3,hunger
2025-04-19 15:51:57,38.05,92.7,84.5,hunger
2025-04-19 15:51:58,38.33,88.1,81.9,hunger
2025-04-19 15:51:59,38.15,93.5,85.2,hunger
2025-04-19 15:52:00,38.14,88.3,84.1,hunger
2025-04-19 15:52:01,38.27,90.7,81.6,hunger
2025-04-19 15:52:02,37.94,89.6,86.8,hunger
2025-04-19 15:52:03,37.88,93.4,80.8,hunger
